"Timestamp","If you would like to continue , please confirm the agreement and check the box below. [I hereby agree to provide honest, precise and complete information to the survey.]","Gender ","Completed age","Your current address (district only)"," Education ","Your occupation.","How long have you been using mobile payment service of the Company?","Do you agree or disagree with the following statements. [Generally I've a positive view in technology.]","Do you agree or disagree with the following statements. [I'm a technology friendly.]","Do you agree or disagree with the following statements. [When using technology, I often feel overwhelmed.]","Do you agree or disagree with the following statements. [I don't trust technology]","Please check the box based on your experience on ease of using the mobile payment service of the company. [Mobile payment services are Easy to use.]","Please check the box based on your experience on ease of using the mobile payment service of the company. [Requires fewer step to accomplish the transaction.]","Please check the box based on your experience on ease of using the mobile payment service of the company. [Easy and quick recovery from mistake.]","Please check the box based on your experience on ease of using the mobile payment service of the company. [Ease to integrate with bank accounts.]","Please check the box based on your experience on ease of using the mobile payment service of the company. [Ease of personal details verification.]","Please check the box based on your experience on value investment in mobile payment service of the company. [Cost of using Mobile Payment services is reasonable.]","Please check the box based on your experience on value investment in mobile payment service of the company. [Feeling superiority of using services.]","Please check the box based on your experience on value investment in mobile payment service of the company. [The use of Mobile payment service is a good deal.]","Please check the box on your experience on customer support part. [Customer support in resolving your issues is good.]","Please check the box on your experience on customer support part. [Customer support team answer your inquiry promptly.]","Please check the box on your experience on customer support part. [Customer service agents are polite.]","Please check the box on your experience on customer support part. [Customer service opening hour is convenient.]","Please check the box on your experience on customer support part. [Customer service agents are friendly]","Please check the box on your experience on security part. [Wallet payment is fully secure.]","Please check the box on your experience on security part. [Confidence on transaction is high and identical to the cash transaction.]","Please check the box on your experience on security part. [Statement provided by the company is thorough and accurate.]","Please check the box on your experience on security part. [Mobile payment service is fully reliable.]","Please check the box based on your experience towards firm innovation. [F1 Soft is a dynamic company.]","Please check the box based on your experience towards firm innovation. [F1 Soft is a creative company.]","Please check the box based on your experience towards firm innovation. [F1 Soft is an innovative company.]","Please check the box based on your experience towards the speed. [Fund transfer time is very quick.]","Please check the box based on your experience towards the speed. [Initial log in period is much quicker.]","Please check the box based on your experience towards the speed. [Fund loading from the bank takes very low time. ]","How likely are you to  [Use mobile payment service with us again.]","How likely are you to  [Recommend our payment service to others.]","How likely are you to  [Recommend our company to others.]","How likely are you to  [Favour in the future.]","After the use of mobile payment services of F1 Soft  [I learned a lot from using mobile payment service of the F1 Soft.]","After the use of mobile payment services of F1 Soft  [Makes me feel good]","After the use of mobile payment services of F1 Soft  [Makes me feel enthusiastic.]","After the use of mobile payment services of F1 Soft  [I consider myself as a member of users of F1 Soft service.]","Use of mobile payment service of F1 Soft is fully satisfying.","On a scale of 1 to 100 please rate your overall level of satisfaction on using mobile payment service of the company."
"2022/05/08 6:38:27 PM GMT+5:45","agree","Female","30","Kathmandu","Masters and above","Service","13 months to 2 years","Strongly agree","Somewhat agree","Somewhat agree","Neutral","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Likely","Likely","Likely","Likely","Agree","Agree","Agree","Agree","Yes","75"
"2022/05/08 7:22:14 PM GMT+5:45","agree","Female","25","Kathmandu","Bachelor","Service","2 years more","Somewhat agree","Somewhat agree","Neutral","Somewhat disagree","Strongly Agree","Agree","Agree","Agree","Agree","Agree","Neutral","Strongly Agree","Neutral","Neutral","Neutral","Neutral","Neutral","Agree","Agree","Agree","Strongly Agree","Neutral","Neutral","Neutral","Strongly Agree","Strongly Agree","Agree","Likely","Likely","Likely","Likely","Agree","Agree","Agree","Agree","Yes","90"
"2022/05/08 7:49:49 PM GMT+5:45","agree","Female","23","Kathmandu","Bachelor","Service","3 months to 6 months","Somewhat agree","Strongly agree","Neutral","Somewhat disagree","Agree","Strongly Agree","Agree","Agree","Neutral","Neutral","Neutral","Agree","Agree","Neutral","Disagree","Disagree","Neutral","Neutral","Agree","Neutral","Disagree","Neutral","Neutral","Agree","Agree","Disagree","Agree","Likely","Likely","Likely","Somewhat likely","Neutral","Agree","Agree","Disagree","Yes","80"
"2022/05/08 8:28:55 PM GMT+5:45","agree","male","23","Kathmandu","Plus 2 / Intermediate","Student","7 months to 12 months","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Likely","Very likely","Likely","Very likely","Agree","Strongly Agree","Agree","Strongly Agree","Yes","99"
"2022/05/08 8:49:24 PM GMT+5:45","agree","male","17","Dang","Plus 2 / Intermediate","Student","Less than 3 months","Strongly agree","Strongly agree","Somewhat agree","Neutral","Agree","Agree","Agree","Agree","Agree","Neutral","Agree","Agree","Neutral","Neutral","Agree","Neutral","Neutral","Agree","Agree","Agree","Neutral","Neutral","Neutral","Neutral","Agree","Neutral","Neutral","Somewhat likely","Somewhat likely","Somewhat likely","Somewhat likely","Disagree","Disagree","Neutral","Disagree","No","20"
"2022/05/08 9:42:01 PM GMT+5:45","agree","Female","20","Dang","Bachelor","Student","7 months to 12 months","Somewhat agree","Strongly agree","Neutral","Somewhat disagree","Agree","Agree","Disagree","Agree","Neutral","Agree","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Neutral","Neutral","Likely","Likely","Likely","Likely","Agree","Agree","Neutral","Disagree","Yes","50"
"2022/05/08 9:48:27 PM GMT+5:45","agree","male","21","Bhaktapur","Bachelor","Student","7 months to 12 months","Somewhat agree","Somewhat agree","Somewhat agree","Neutral","Agree","Agree","Neutral","Agree","Agree","Neutral","Neutral","Agree","Neutral","Neutral","Neutral","Agree","Neutral","Neutral","Agree","Agree","Agree","Neutral","Neutral","Agree","Agree","Neutral","Agree","Likely","Likely","Likely","Likely","Neutral","Neutral","Neutral","Neutral","Yes","70"
"2022/05/08 10:23:49 PM GMT+5:45","agree","male","19","Kathmandu","Bachelor","Student","13 months to 2 years","Somewhat agree","Neutral","Somewhat agree","Strongly agree","Strongly Agree","Agree","Strongly Agree","Agree","Neutral","Strongly Agree","Agree","Strongly Agree","Agree","Agree","Neutral","Strongly Agree","Agree","Strongly Agree","Agree","Agree","Agree","Neutral","Strongly Agree","Agree","Neutral","Neutral","Disagree","Very likely","Likely","Very likely","Likely","Neutral","Agree","Neutral","Strongly Agree","Yes","92"
"2022/05/08 10:36:49 PM GMT+5:45","agree","male","22","Kathmandu","Bachelor","Student","7 months to 12 months","Somewhat agree","Strongly agree","Strongly agree","Somewhat disagree","Agree","Agree","Neutral","Agree","Agree","Agree","Agree","Strongly Agree","Neutral","Agree","Neutral","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Neutral","Neutral","Likely","Likely","Likely","Likely","Agree","Agree","Neutral","Neutral","Yes","8"
"2022/05/08 10:46:34 PM GMT+5:45","agree","male","22","Kathmandu","Bachelor","Student","13 months to 2 years","Strongly agree","Somewhat agree","Neutral","Neutral","Strongly Agree","Strongly Agree","Agree","Agree","Strongly Agree","Neutral","Strongly Agree","Strongly Agree","Agree","Neutral","Neutral","Neutral","Neutral","Agree","Agree","Agree","Agree","Agree","Neutral","Neutral","Agree","Agree","Agree","Likely","Likely","Very likely","Likely","Strongly Agree","Agree","Agree","Agree","Yes","8"
"2022/05/09 6:00:53 AM GMT+5:45","agree","male","18","Lalitpur","Bachelor","Student","7 months to 12 months","Strongly agree","Somewhat agree","Strongly agree","Somewhat disagree","Strongly Agree","Agree","Neutral","Agree","Agree","Agree","Neutral","Agree","Agree","Agree","Agree","Neutral","Neutral","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Very likely","Very likely","Likely","Likely","Neutral","Agree","Agree","Agree","Yes","80"
"2022/05/09 8:05:02 AM GMT+5:45","agree","Female","20","Lalitpur","Bachelor","Student","3 months to 6 months","Somewhat agree","Somewhat agree","Neutral","Somewhat disagree","Agree","Agree","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Agree","Neutral","Agree","Neutral","Agree","Neutral","Neutral","Neutral","Neutral","Neutral","Agree","Neutral","Neutral","Agree","Neutral","Likely","Very likely","Very likely","Very likely","Agree","Agree","Neutral","Neutral","Yes","90"
"2022/05/09 8:08:14 AM GMT+5:45","agree","Female","20","Lalitpur","Bachelor","Student","2 years more","Somewhat agree","Strongly agree","Neutral","Somewhat disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Neutral","Neutral","Agree","Agree","Agree","Neutral","Neutral","Neutral","Neutral","Neutral","Agree","Neutral","Neutral","Neutral","Neutral","Strongly Agree","Agree","Strongly Agree","Likely","Likely","Likely","Likely","","","","","Yes","85"
"2022/05/09 8:08:17 AM GMT+5:45","agree","male","23","Kathmandu","Bachelor","Student","3 months to 6 months","Somewhat agree","Somewhat agree","Neutral","Neutral","Strongly Agree","Strongly Agree","Neutral","Agree","Agree","Neutral","Neutral","Agree","Neutral","Neutral","Agree","Neutral","Agree","Agree","Agree","Neutral","Disagree","Agree","Neutral","Agree","Strongly Agree","Agree","Strongly Agree","Likely","Likely","Very likely","Likely","Neutral","Agree","Neutral","Neutral","Yes","88"
"2022/05/09 8:13:02 AM GMT+5:45","agree","male","21","Kailali","Bachelor","Student","Less than 3 months","Strongly agree","Strongly agree","Neutral","Neutral","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Strongly Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Likely","","Likely","Likely","Agree","Agree","Agree","Agree","Yes","60"
"2022/05/09 9:14:09 AM GMT+5:45","agree","male","21","Kanchanpur","Bachelor","Student","2 years more","Strongly agree","Strongly agree","Somewhat disagree","Strongly disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Likely","Likely","Likely","Likely","Agree","Agree","Agree","Agree","Yes","80"
"2022/05/09 10:09:15 AM GMT+5:45","agree","Female","20","Kathmandu","Bachelor","Student","2 years more","Strongly agree","Somewhat agree","Somewhat agree","Strongly disagree","Strongly Agree","Strongly Agree","Neutral","Neutral","Agree","Strongly Disagree","Agree","Strongly Disagree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Neutral","Strongly Agree","Agree","Agree","Likely","Likely","Likely","Likely","Agree","Strongly Agree","Disagree","Neutral","Yes","90"
"2022/05/09 10:12:04 AM GMT+5:45","agree","male","20","Kathmandu","Bachelor","Student","2 years more","Strongly agree","Strongly agree","Somewhat agree","Strongly disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Disagree","Neutral","Agree","Disagree","Neutral","Strongly Agree","Strongly Disagree","Neutral","Neutral","Strongly Agree","Agree","Disagree","Neutral","Agree","Neutral","Agree","Agree","Agree","Likely","Very likely","Likely","Very likely","","","","","Yes","70"
"2022/05/09 10:17:22 AM GMT+5:45","agree","male","22","Bhaktapur","Bachelor","Student","Less than 3 months","Neutral","Somewhat agree","Neutral","Somewhat disagree","Agree","Agree","Agree","Agree","Agree","Neutral","Neutral","Agree","Neutral","Neutral","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Likely","Likely","Likely","Likely","Agree","Agree","Agree","Agree","Yes","100"
"2022/05/09 10:23:53 AM GMT+5:45","agree","male","22","Kathmandu","Bachelor","Business","13 months to 2 years","Strongly agree","Strongly agree","Somewhat disagree","Strongly disagree","Strongly Agree","Agree","Disagree","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Disagree","Disagree","Neutral","Agree","Neutral","Neutral","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Neutral","Likely","Likely","Likely","Likely","Agree","Agree","Agree","Agree","Yes","80"
"2022/05/09 11:40:17 AM GMT+5:45","agree","male","25","Kathmandu","Bachelor","Service","2 years more","Strongly agree","Strongly agree","Strongly disagree","Strongly agree","Agree","Disagree","Disagree","Strongly Agree","Disagree","Agree","Neutral","Neutral","Neutral","Neutral","Agree","Disagree","Agree","Disagree","Disagree","Agree","Neutral","Disagree","Disagree","Disagree","Disagree","Agree","Neutral","Likely","Likely","Somewhat likely","Somewhat likely","Neutral","Disagree","Neutral","Strongly disagree","No","55"
"2022/05/09 2:56:56 PM GMT+5:45","agree","Female","25","Lalitpur","Masters and above","Service","7 months to 12 months","Somewhat agree","Strongly agree","Strongly disagree","Somewhat agree","Agree","Neutral","Agree","Agree","Agree","Disagree","Agree","Agree","Neutral","Agree","Neutral","Agree","Neutral","Strongly Disagree","Agree","Agree","Agree","Neutral","Agree","Neutral","Neutral","Agree","Disagree","Likely","Likely","Likely","Somewhat likely","Agree","Agree","Neutral","Neutral","Yes","60"
"2022/05/09 3:50:03 PM GMT+5:45","agree","Female","23","Kathmandu","Bachelor","Student","2 years more","Neutral","Neutral","Neutral","Neutral","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Neutral","Agree","Agree","Neutral","Neutral","Neutral","Agree","Neutral","Agree","Agree","Agree","Neutral","Neutral","Neutral","Neutral","Agree","Agree","Agree","Somewhat likely","Likely","Likely","Likely","Agree","Agree","Agree","Agree","Yes","80"
"2022/05/09 7:45:02 PM GMT+5:45","agree","male","24","Kathmandu","Bachelor","Student","13 months to 2 years","Somewhat agree","Somewhat agree","Neutral","Somewhat agree","Neutral","Neutral","Neutral","Agree","Neutral","Disagree","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Disagree","Agree","Neutral","Neutral","Agree","Agree","Neutral","Neutral","Neutral","Likely","Likely","Likely","Likely","Neutral","Neutral","Neutral","Neutral","Yes","70"
"2022/05/09 8:12:53 PM GMT+5:45","agree","Female","22","Kathmandu","Bachelor","Student","7 months to 12 months","Strongly agree","Strongly agree","Somewhat agree","Somewhat disagree","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Strongly Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Neutral","Neutral","Agree","Agree","Agree","Agree","Agree","Strongly Agree","Agree","Strongly Agree","Very likely","Likely","Likely","Likely","Agree","Agree","Agree","Agree","Yes","80"
"2022/05/09 9:57:11 PM GMT+5:45","agree","Female","20","Kathmandu","Bachelor","Student","7 months to 12 months","Strongly agree","Neutral","Somewhat agree","Somewhat agree","Agree","Agree","Neutral","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Neutral","Neutral","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Likely","Somewhat likely","Unlikely","Unlikely","Agree","Agree","Agree","Agree","Yes","75"
"2022/05/10 6:48:40 AM GMT+5:45","agree","male","23","Bhaktapur","Bachelor","Student","13 months to 2 years","Strongly agree","Strongly agree","Neutral","Somewhat disagree","Agree","Agree","Disagree","Neutral","Neutral","Neutral","Neutral","Agree","Neutral","Disagree","Neutral","Neutral","Neutral","Neutral","Neutral","Agree","Strongly Agree","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Somewhat likely","Somewhat likely","Somewhat likely","Somewhat likely","Neutral","Neutral","Neutral","Neutral","Yes","75"
"2022/05/10 8:42:05 AM GMT+5:45","agree","male","22","Kathmandu","Bachelor","Business","2 years more","Strongly agree","Strongly agree","Neutral","Strongly disagree","Strongly Agree","Agree","Neutral","Agree","Strongly Agree","Strongly Agree","Neutral","Strongly Agree","Agree","Neutral","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Neutral","Neutral","Neutral","Strongly Agree","Strongly Agree","Neutral","Very likely","Very likely","Very likely","Likely","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Yes","85"
"2022/05/10 10:36:50 AM GMT+5:45","agree","Female","18","Kathmandu","Bachelor","Student","Less than 3 months","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Somewhat likely","Somewhat likely","Somewhat likely","Somewhat likely","Disagree","Disagree","Disagree","Disagree","No","10"
"2022/05/10 11:49:13 AM GMT+5:45","agree","male","20","Doti","Plus 2 / Intermediate","Student","Less than 3 months","Neutral","Neutral","Neutral","Strongly disagree","Strongly Agree","Agree","Agree","Agree","Agree","Neutral","Agree","Strongly Agree","Agree","Agree","Agree","Agree","Agree","Strongly Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Likely","Very likely","Likely","Likely","Agree","Agree","Agree","Agree","Yes","97.5"
"2022/05/10 12:06:28 PM GMT+5:45","agree","male","22","Kathmandu","Bachelor","Student","13 months to 2 years","Somewhat disagree","Neutral","Somewhat disagree","Strongly disagree","Strongly Agree","Neutral","Neutral","Agree","Neutral","Neutral","Neutral","Agree","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Somewhat likely","Somewhat likely","Somewhat likely","Somewhat likely","Neutral","Neutral","Neutral","Neutral","No","50"
"2022/05/10 12:20:17 PM GMT+5:45","agree","Female","20","Kathmandu","Bachelor","Student","7 months to 12 months","Strongly agree","Strongly agree","Neutral","Neutral","Strongly Agree","Strongly Agree","Neutral","Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Neutral","Agree","Neutral","Disagree","Agree","Strongly Agree","Agree","Strongly Agree","Agree","Agree","Agree","Agree","Agree","Neutral","Strongly Agree","Very likely","Very likely","Very likely","Very likely","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Yes","85"
"2022/05/10 12:32:12 PM GMT+5:45","agree","Female","20","Kavrepalanchok","Plus 2 / Intermediate","Student","2 years more","Neutral","Neutral","Somewhat agree","Strongly disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Agree","Agree","Agree","Likely","Likely","Likely","Likely","Agree","Agree","Agree","Agree","Yes","2"
"2022/05/10 12:32:39 PM GMT+5:45","agree","male","20","Kathmandu","Bachelor","Student","3 months to 6 months","Neutral","Neutral","Somewhat disagree","Strongly disagree","Agree","Strongly Agree","Neutral","Agree","Agree","Neutral","Neutral","Agree","Neutral","Disagree","Neutral","Neutral","Neutral","Neutral","Agree","Neutral","Agree","Neutral","Neutral","Neutral","Strongly Agree","Strongly Agree","Agree","Somewhat likely","Somewhat likely","Somewhat likely","Likely","Agree","Agree","Agree","Neutral","Yes","60"
"2022/05/10 12:37:12 PM GMT+5:45","agree","male","24","Kathmandu","Masters and above","Student","2 years more","Strongly agree","Strongly agree","Somewhat agree","Neutral","Agree","Strongly Agree","Neutral","Agree","Neutral","Neutral","Agree","Strongly Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Neutral","Neutral","Agree","Neutral","Neutral","Neutral","Agree","Agree","Somewhat likely","Somewhat likely","Somewhat likely","Somewhat likely","Neutral","Agree","Neutral","Agree","Yes","80"
"2022/05/10 12:42:52 PM GMT+5:45","agree","male","20","Bhaktapur","Bachelor","Student","2 years more","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Agree","Agree","Agree","Agree","Agree","Agree","Likely","Likely","Likely","Likely","Neutral","Neutral","Neutral","Neutral","Yes","80"
"2022/05/10 12:47:20 PM GMT+5:45","agree","Female","25","Kathmandu","Bachelor","Service","2 years more","Strongly agree","Strongly agree","Somewhat agree","Neutral","Agree","Strongly Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree","Neutral","Agree","Neutral","Neutral","Neutral","Agree","Agree","Agree","","","","","","","","","Yes","67"
"2022/05/10 12:50:33 PM GMT+5:45","agree","male","23","Bhaktapur","Bachelor","Student","13 months to 2 years","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Strongly Agree","Agree","Agree","Agree","Strongly Agree","Neutral","Agree","Agree","Agree","Agree","Agree","Agree","Strongly Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Likely","Very likely","Likely","Very likely","Agree","Agree","Agree","Agree","Yes","80"
"2022/05/10 1:03:27 PM GMT+5:45","agree","male","21","Kathmandu","Bachelor","Student","13 months to 2 years","Strongly agree","Somewhat agree","Somewhat agree","Somewhat disagree","Agree","Agree","Neutral","Agree","Neutral","Agree","Neutral","Agree","Disagree","Disagree","Neutral","Neutral","Neutral","Neutral","Disagree","Disagree","Disagree","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Somewhat likely","Somewhat likely","Somewhat likely","Somewhat likely","Agree","Agree","Agree","Agree","Yes","75"
